,Insult,Date,Comment,Comment_stemmed,Comment constructed,comment length,sentences length,max length
2168,1,20120320191948Z," you are a fuck pos is not you ?  weak pathetic loser liberal turd .  I suppose you kept your virginity until you were married right ?  or maybe you are still a virgin a s .  e x .  scares you ..  maybe you are just a perfect holy roller ,  oh wait that can not be because YOU think holy rollers are all republicans ..  hmm ok I will bet you are just an id iot .  ","you are a fuck pos is not you ? weak pathet loser liber turd . i suppos you kept your virgin until you were marri right ? or mayb you are still a virgin a s . e x . scare you .. mayb you are just a perfect holi roller , oh wait that can not be becaus you think holi roller are all republican .. hmm ok i will bet you are just an id iot .","['you are a fuck pos is not you', 'weak pathetic loser liberal turd', 'I suppose you kept your virginity until you were married right', 'or maybe you are still a virgin a s', 'e x', 'scares you', 'maybe you are just a perfect holy roller oh wait that can not be because YOU think holy rollers are all republicans', 'hmm ok I will bet you are just an id iot']",8,"[8, 5, 11, 9, 2, 2, 22, 11]",22
2169,0,, she is in love with a coward just like Eva Braun was ,she is in love with a coward just like eva braun was,['she is in love with a coward just like Eva Braun was'],1,[12],12
2170,1,20120502142432Z," Steve you are proof that agism lives ,  and that there is really no age range for dumb ignoramus .  LOL ","steve you are proof that agism live , and that there is realli no age rang for dumb ignoramus . lol","['Steve you are proof that agism lives and that there is really no age range for dumb ignoramus', 'LOL']",2,"[18, 1]",18
2171,0,20120619152712Z, True..but if you are around someone who abuses drugs contstantly and the drugs are always around and you feel hopeless because you married a loser like Bobby Brown and he treats you like crap you sure would be tempted ..  ,true..but if you are around someon who abus drug contstant and the drug are alway around and you feel hopeless becaus you marri a loser like bobbi brown and he treat you like crap you sure would be tempt ..,"['True', 'but if you are around someone who abuses drugs contstantly and the drugs are always around and you feel hopeless because you married a loser like Bobby Brown and he treats you like crap you sure would be tempted']",2,"[1, 39]",39
2172,0,20120612083007Z, So you believe in Syrian propaganda !  hahahaha You still make me laugh .  Golden BS award for the gullible childish bigot of the week is yours again .  ,so you believ in syrian propaganda ! hahahaha you still make me laugh . golden bs award for the gullibl childish bigot of the week is your again .,"['So you believe in Syrian propaganda', 'hahahaha You still make me laugh', 'Golden BS award for the gullible childish bigot of the week is yours again']",3,"[6, 6, 14]",14
2173,0,20120528152410Z," It is fine to love those first two ,  just stay away from the third .  And do not smoke weed in your car..I do not know why these guys do not get that .  Either that ,  or use part of your $5m signing bonus on a cab .  ","it is fine to love those first two , just stay away from the third . and do not smoke weed in your car..i do not know whi these guy do not get that . either that , or use part of your $5m sign bonus on a cab .","['It is fine to love those first two just stay away from the third', 'And do not smoke weed in your car', 'I do not know why these guys do not get that', 'Either that or use part of your 5m signing bonus on a cab']",4,"[14, 8, 11, 13]",14
2174,1,20120320181551Z," Phil :  You ignorant impolite ,  rude slut .  Go _CR_ Yourself .  Exercising freedom of expression ,  which you apparent;y are against unless it concurs with your outdated view of the world .  ","phil : you ignor impolit , rude slut . go _cr_ yourself . exercis freedom of express , which you apparent;i are against unless it concur with your outdat view of the world .","['Phil', 'You ignorant impolite rude slut', 'Go _CR_ Yourself', 'Exercising freedom of expression which you apparent', 'y are against unless it concurs with your outdated view of the world']",5,"[1, 5, 3, 7, 13]",13
2175,0,20120612000417Z," No G Goon was right ,  you are an idiot ,  plain and simple !!  ","no g goon was right , you are an idiot , plain and simpl !!",['No G Goon was right you are an idiot plain and simple'],1,[12],12
2176,1,20120530040511Z, Sounds like you are a scummy family .  ,sound like you are a scummi famili .,['Sounds like you are a scummy family'],1,[7],7
2177,1,20120612123050Z," Notheism :  Are you serious ?  How can you say this is revenge . The rapist was caught in the ACT .  I understand your ignorance ,  but for god sakes ,  pick up a dictionary .  ","notheism : are you serious ? how can you say this is reveng . the rapist was caught in the act . i understand your ignor , but for god sake , pick up a dictionari .","['Notheism', 'Are you serious', 'How can you say this is revenge', 'The rapist was caught in the ACT', 'I understand your ignorance but for god sakes pick up a dictionary']",5,"[1, 3, 7, 7, 12]",12
2178,0,," The FBI,CIA,DOJ let 6 gaylords bury this country ,  Thet suck hot dogs ","the fbi,cia,doj let 6 gaylord buri this countri , thet suck hot dog",['The FBI CIA DOJ let 6 gaylords bury this country Thet suck hot dogs'],1,[14],14
2179,0,20120619185347Z," While it is normally hard to rejoin a serialized drama once you stop watching ,  nothing ever happened on this show .  While it had a great cast and a refreshing atmosphere ,  this show was so slow that at times I thought it might be moving backwards .  Two seasons could have easily been one .  The episode is a day in the investigation idea was probably the shows biggest error .  ","while it is normal hard to rejoin a serial drama onc you stop watch , noth ever happen on this show . while it had a great cast and a refresh atmospher , this show was so slow that at time i thought it might be move backward . two season could have easili been one . the episod is a day in the investig idea was probabl the show biggest error .","['While it is normally hard to rejoin a serialized drama once you stop watching nothing ever happened on this show', 'While it had a great cast and a refreshing atmosphere this show was so slow that at times I thought it might be moving backwards', 'Two seasons could have easily been one', 'The episode is a day in the investigation idea was probably the shows biggest error']",4,"[20, 25, 7, 15]",25
2180,1,20120620040538Z, Fuck you .  ,fuck you .,['Fuck you'],1,[2],2
2181,0,20120619090109Z," Is that the war we decided to lose ,  because the Kings Freemasons wrote the constitution ,  Act of Independence that never was and set the US up as a crown (not royal) corporation and is that why a relatively new CIA has its officers sware an oath to the Crown??lol The poor Amerikan sheeple are really living and working in a Crown work camp anf now you might understand why Amerikans are probably the most isolated and narrow minded extreme thinkers on the planet ","is that the war we decid to lose , becaus the king freemason wrote the constitut , act of independ that never was and set the us up as a crown (not royal) corpor and is that whi a relat new cia has it offic sware an oath to the crown??lol the poor amerikan sheepl are realli live and work in a crown work camp anf now you might understand whi amerikan are probabl the most isol and narrow mind extrem thinker on the planet","['Is that the war we decided to lose because the Kings Freemasons wrote the constitution Act of Independence that never was and set the US up as a crown', 'not royal', 'corporation and is that why a relatively new CIA has its officers sware an oath to the Crown', 'lol The poor Amerikan sheeple are really living and working in a Crown work camp anf now you might understand why Amerikans are probably the most isolated and narrow minded extreme thinkers on the planet']",4,"[29, 2, 18, 35]",35
2182,0,," Aww Harper is so cute ,  i feel sorry for victoria Beckham ,  they only print the picture is where she is not smiling because they have nothing else to print other than her frown ,  i dont blame her i think i would frown if i was being followed around off paps all the time even tho it comes with the job it must get to ya .  ","aww harper is so cute , i feel sorri for victoria beckham , they onli print the pictur is where she is not smile becaus they have noth els to print other than her frown , i dont blame her i think i would frown if i was be follow around off pap all the time even tho it come with the job it must get to ya .",['Aww Harper is so cute i feel sorry for victoria Beckham they only print the picture is where she is not smiling because they have nothing else to print other than her frown i dont blame her i think i would frown if i was being followed around off paps all the time even tho it comes with the job it must get to ya'],1,[65],65
2183,0,, school lunches suck the big one and are the most unhealthy choices available ..  who do they think they are to try to tell anyone they have healthier lunches at school ??  our school lunches are so ridiculously high in fat and sodium ..  not to mention processed foods are the majority of what they serve .  I would never let my child eat school provided lunches unless they did a major overhaul !  ,school lunch suck the big one and are the most unhealthi choic avail .. who do they think they are to tri to tell anyon they have healthier lunch at school ?? our school lunch are so ridicul high in fat and sodium .. not to mention process food are the major of what they serv . i would never let my child eat school provid lunch unless they did a major overhaul !,"['school lunches suck the big one and are the most unhealthy choices available', 'who do they think they are to try to tell anyone they have healthier lunches at school', 'our school lunches are so ridiculously high in fat and sodium', 'not to mention processed foods are the majority of what they serve', 'I would never let my child eat school provided lunches unless they did a major overhaul']",5,"[13, 17, 11, 12, 16]",17
